0,256,PUT,422287875816338,422287875818593
0,512,PUT,422287875818964,422287875819506
0,768,PUT,422287875819696,422287875819927
0,1024,PUT,422287875820057,422287875820267
0,1280,PUT,422287875820388,422287875820598
0,1536,PUT,422287875820718,422287875820939
0,1792,PUT,422287875821059,422287875821270
0,2048,PUT,422287875821390,422287875821610
0,2304,PUT,422287875821731,422287875821951
0,2560,PUT,422287875822061,422287875822282
0,2816,PUT,422287875822402,422287875822613
0,3072,PUT,422287875822733,422287875822954
0,3328,PUT,422287875823074,422287875823284
0,3584,PUT,422287875823405,422287875823625
0,3840,PUT,422287875823735,422287875823956
0,4096,PUT,422287875824076,422287875824287
0,4352,PUT,422287875824417,422287875824627
0,4608,PUT,422287875824748,422287875824968
0,4864,PUT,422287875825078,422287875825299
0,5120,PUT,422287875825419,422287875825630
0,5376,PUT,422287875825750,422287875825971
0,5632,PUT,422287875826091,422287875826301
0,5888,PUT,422287875826422,422287875826642
0,6144,PUT,422287875826752,422287875826973
0,6400,PUT,422287875827093,422287875827314
0,6656,PUT,422287875827434,422287875827644
0,6912,PUT,422287875827765,422287875827985
0,7168,PUT,422287875828106,422287875828316
0,7424,PUT,422287875828436,422287875828657
0,7680,PUT,422287875828777,422287875828988
0,7936,PUT,422287875829108,422287875829328
0,8192,PUT,422287875829439,422287875829659
0,8448,PUT,422287875829779,422287875830000
0,8704,PUT,422287875830120,422287875830331
0,8960,PUT,422287875830451,422287875830671
0,9216,PUT,422287875830782,422287875831002
0,9472,PUT,422287875831123,422287875831333
0,9728,PUT,422287875831453,422287875831674
0,9984,PUT,422287875831794,422287875832005
0,10240,PUT,422287875832125,422287875832345
0,10496,PUT,422287875832466,422287875832676
0,10752,PUT,422287875832796,422287875833017
0,11008,PUT,422287875833137,422287875833348
0,11264,PUT,422287875833468,422287875833688
0,11520,PUT,422287875833799,422287875834019
0,11776,PUT,422287875834140,422287875834350
0,12032,PUT,422287875834470,422287875834691
0,12288,PUT,422287875834811,422287875835022
0,12544,PUT,422287875835142,422287875835362
0,12800,PUT,422287875835483,422287875835693
0,13056,PUT,422287875835813,422287875836034
0,13312,PUT,422287875836154,422287875836375
0,13568,PUT,422287875836485,422287875836705
0,13824,PUT,422287875836826,422287875837076
0,14080,PUT,422287875837197,422287875837407
0,14336,PUT,422287875837527,422287875837748
0,14592,PUT,422287875837868,422287875838089
0,14848,PUT,422287875838199,422287875838419
0,15104,PUT,422287875838540,422287875838750
0,15360,PUT,422287875838881,422287875839091
0,15616,PUT,422287875839211,422287875839432
0,15872,PUT,422287875839542,422287875839763
0,16128,PUT,422287875839883,422287875840093
0,16384,PUT,422287875840214,422287875840434
0,16640,PUT,422287876564095,422287876565839
0,16896,PUT,422287876566119,422287876566400
0,17152,PUT,422287876566761,422287876566981
0,17408,PUT,422287876585214,422287876586276
0,17664,PUT,422287876587669,422287876587890
0,17920,PUT,422287876589233,422287876590356
0,18176,PUT,422287876592070,422287876593212
0,18432,PUT,422287876593363,422287876593723
0,18688,PUT,422287876593854,422287876603215
0,18944,PUT,422287876604318,422287876605090
0,19200,PUT,422287876606112,422287876606333
0,19456,PUT,422287876606934,422287876607155
0,19712,PUT,422287876608007,422287876608227
0,19968,PUT,422287876608377,422287876608588
0,20224,PUT,422287876609861,422287876610192
0,20480,PUT,422287876610342,422287876610553
0,20736,PUT,422287876610693,422287876610963
0,20992,PUT,422287876613108,422287876613780
0,21248,PUT,422287876613930,422287876614331
0,21504,PUT,422287876615374,422287876615985
0,21760,PUT,422287876619994,422287876621939
0,22016,PUT,422287876622099,422287876623192
0,22272,PUT,422287876623332,422287876623563
0,22528,PUT,422287876624916,422287876625136
0,22784,PUT,422287876626399,422287876626620
0,23040,PUT,422287876627462,422287876627682
0,23296,PUT,422287876628524,422287876628855
0,23552,PUT,422287876629005,422287876629426
0,23808,PUT,422287876629557,422287876630699
0,24064,PUT,422287876630830,422287876631942
0,24320,PUT,422287876634187,422287876634829
0,24576,PUT,422287876634979,422287876635510
0,24832,PUT,422287876637746,422287876641083
0,25088,PUT,422287876641234,422287876641745
0,25344,PUT,422287876641875,422287876642246
0,25600,PUT,422287876642376,422287876642687
0,25856,PUT,422287876642817,422287876643128
0,26112,PUT,422287876643258,422287876643649
0,26368,PUT,422287876645213,422287876645734
0,26624,PUT,422287876646406,422287876646967
0,26880,PUT,422287876647117,422287876647699
0,27136,PUT,422287876649252,422287876649824
0,27392,PUT,422287876649954,422287876650235
0,27648,PUT,422287876650375,422287876650676
0,27904,PUT,422287876650816,422287876651177
0,28160,PUT,422287876651317,422287876651728
0,28416,PUT,422287876652480,422287876652801
0,28672,PUT,422287876653683,422287876657281
0,28928,PUT,422287876657431,422287876659957
0,29184,PUT,422287876661190,422287876663175
0,29440,PUT,422287876664117,422287876664538
0,29696,PUT,422287876664668,422287876664919
0,29952,PUT,422287876666543,422287876667655
0,30208,PUT,422287876671243,422287876674170
0,30464,PUT,422287876675052,422287876675684
0,30720,PUT,422287876675834,422287876676155
0,30976,PUT,422287876680405,422287876680956
0,31232,PUT,422287876681106,422287876681638
0,31488,PUT,422287876682800,422287876683332
0,31744,PUT,422287876683482,422287876683702
0,32000,PUT,422287876683833,422287876684053
0,32256,PUT,422287876684795,422287876685015
0,32512,PUT,422287876685968,422287876693275
0,32768,PUT,422287876695269,422287876695931
0,33024,PUT,422287876696091,422287876697555
0,33280,PUT,422287876699048,422287876707448
0,33536,PUT,422287876708320,422287876708721
0,33792,PUT,422287876708871,422287876709192
0,34048,PUT,422287876710244,422287876710605
0,34304,PUT,422287876711337,422287876711938
0,34560,PUT,422287876712088,422287876712479
0,34816,PUT,422287876712610,422287876712830
0,35072,PUT,422287876712960,422287876713181
0,35328,PUT,422287876714063,422287876714374
0,35584,PUT,422287876714514,422287876714724
0,35840,PUT,422287876715306,422287876715516
0,36096,PUT,422287876715657,422287876715877
0,36352,PUT,422287876716007,422287876716228
0,36608,PUT,422287876716358,422287876716579
0,36864,PUT,422287876716709,422287876716930
0,37120,PUT,422287876717060,422287876717280
0,37376,PUT,422287876717852,422287876727274
0,37632,PUT,422287876727504,422287876728516
0,37888,PUT,422287876729479,422287876729699
0,38144,PUT,422287876731022,422287876731243
0,38400,PUT,422287876732075,422287876732295
0,38656,PUT,422287876732446,422287876732656
0,38912,PUT,422287876732796,422287876733007
0,39168,PUT,422287876733147,422287876733368
0,39424,PUT,422287876733498,422287876733789
0,39680,PUT,422287876734821,422287876735042
0,39936,PUT,422287876735543,422287876735763
0,40192,PUT,422287876735894,422287876736174
0,40448,PUT,422287876737106,422287876737327
0,40704,PUT,422287876737457,422287876737678
0,40960,PUT,422287876738169,422287876738470
0,41216,PUT,422287876739592,422287876739903
0,41472,PUT,422287876741096,422287876741386
0,41728,PUT,422287876741547,422287876742028
0,41984,PUT,422287876742158,422287876742379
0,42240,PUT,422287876742960,422287876743281
0,42496,PUT,422287876743411,422287876743722
0,42752,PUT,422287876743852,422287876744253
0,43008,PUT,422287876744393,422287876744604
0,43264,PUT,422287876745285,422287876745496
0,43520,PUT,422287876745636,422287876745847
0,43776,PUT,422287876746338,422287876746558
0,44032,PUT,422287876753805,422287876754286
0,44288,PUT,422287876754417,422287876754637
0,44544,PUT,422287876754767,422287876754988
0,44800,PUT,422287876755128,422287876755339
0,45056,PUT,422287876758576,422287876758897
0,45312,PUT,422287876759047,422287876759268
0,45568,PUT,422287876759398,422287876759619
0,45824,PUT,422287876760491,422287876760701
0,46080,PUT,422287876760842,422287876761152
0,46336,PUT,422287876761293,422287876761503
0,46592,PUT,422287876762004,422287876762305
0,46848,PUT,422287876762445,422287876762656
0,47104,PUT,422287876763147,422287876763367
0,47360,PUT,422287876764229,422287876764540
0,47616,PUT,422287876764680,422287876764891
0,47872,PUT,422287876765031,422287876765242
0,48128,PUT,422287876765382,422287876765593
0,48384,PUT,422287876766084,422287876766414
0,48640,PUT,422287876766555,422287876766765
0,48896,PUT,422287876767627,422287876767848
0,49152,PUT,422287876767978,422287876768199
0,49408,PUT,422287876768339,422287876768549
0,49664,PUT,422287876768690,422287876768900
0,49920,PUT,422287876769391,422287876769612
0,50176,PUT,422287876769752,422287876769963
0,50432,PUT,422287876770103,422287876770424
0,50688,PUT,422287876771286,422287876771607
0,50944,PUT,422287876771747,422287876771957
0,51200,PUT,422287876772819,422287876773040
0,51456,PUT,422287876773180,422287876773511
0,51712,PUT,422287876773651,422287876773862
0,51968,PUT,422287876774383,422287876775405
0,52224,PUT,422287876775536,422287876775756
0,52480,PUT,422287876777039,422287876777711
0,52736,PUT,422287876777851,422287876778202
0,52992,PUT,422287876778342,422287876778883
0,53248,PUT,422287876779014,422287876779445
0,53504,PUT,422287876780998,422287876782041
0,53760,PUT,422287876784847,422287876785960
0,54016,PUT,422287876786872,422287876787453
0,54272,PUT,422287876787604,422287876787934
0,54528,PUT,422287876788967,422287876789889
0,54784,PUT,422287876790029,422287876790240
0,55040,PUT,422287876790380,422287876790591
0,55296,PUT,422287876792886,422287876793618
0,55552,PUT,422287876793758,422287876794069
0,55808,PUT,422287876794199,422287876794420
0,56064,PUT,422287876794550,422287876802007
0,56320,PUT,422287876802298,422287876802969
0,56576,PUT,422287876804844,422287876805555
0,56832,PUT,422287876806287,422287876806658
0,57088,PUT,422287876807289,422287876808402
0,57344,PUT,422287876808542,422287876808943
0,57600,PUT,422287876809084,422287876809394
0,57856,PUT,422287876832428,422287876832979
0,58112,PUT,422287876833671,422287876834112
0,58368,PUT,422287876834262,422287876834583
0,58624,PUT,422287876835094,422287876835405
0,58880,PUT,422287876835545,422287876835756
0,59136,PUT,422287876835896,422287876836106
0,59392,PUT,422287876836247,422287876836457
0,59648,PUT,422287876836597,422287876836808
0,59904,PUT,422287876836948,422287876837299
0,60160,PUT,422287876837439,422287876837660
0,60416,PUT,422287876838151,422287876838372
0,60672,PUT,422287876838873,422287876839093
0,60928,PUT,422287876839224,422287876839444
0,61184,PUT,422287876839574,422287876840486
0,61440,PUT,422287876841218,422287876841439
0,61696,PUT,422287876841579,422287876841790
0,61952,PUT,422287876842862,422287876843073
0,62208,PUT,422287876843594,422287876844225
0,62464,PUT,422287876844355,422287876844576
0,62720,PUT,422287876845338,422287876845969
0,62976,PUT,422287876847924,422287876848234
0,63232,PUT,422287876848395,422287876848605
0,63488,PUT,422287876848746,422287876848956
0,63744,PUT,422287876849457,422287876849678
0,64000,PUT,422287876851241,422287876851452
0,64256,PUT,422287876852404,422287876852715
0,64512,PUT,422287876852865,422287876853086
0,64768,PUT,422287876853597,422287876853908
0,65024,PUT,422287876854048,422287876854258
0,65280,PUT,422287876854399,422287876855131
0,65536,PUT,422287876855271,422287876855612
0,65792,PUT,422287876866256,422287876866687
0,66048,PUT,422287876867569,422287876867790
0,66304,PUT,422287876868632,422287876868852
0,66560,PUT,422287876869344,422287876869564
0,66816,PUT,422287876869714,422287876869925
0,67072,PUT,422287876870065,422287876870286
0,67328,PUT,422287876870416,422287876870637
0,67584,PUT,422287876870767,422287876870987
0,67840,PUT,422287876871208,422287876871428
0,68096,PUT,422287876871930,422287876872150
0,68352,PUT,422287876872280,422287876872501
0,68608,PUT,422287876872992,422287876873212
0,68864,PUT,422287876873714,422287876873924
0,69120,PUT,422287876874064,422287876874275
0,69376,PUT,422287876875588,422287876875799
0,69632,PUT,422287876875959,422287876876169
0,69888,PUT,422287876876310,422287876876520
0,70144,PUT,422287876876661,422287876876871
0,70400,PUT,422287876877743,422287876877964
0,70656,PUT,422287876879978,422287876880189
0,70912,PUT,422287876880349,422287876880560
0,71168,PUT,422287876880700,422287876880910
0,71424,PUT,422287876881051,422287876881271
0,71680,PUT,422287876882454,422287876882674
0,71936,PUT,422287876882805,422287876883025
0,72192,PUT,422287876884118,422287876884819
0,72448,PUT,422287876884950,422287876885170
0,72704,PUT,422287876885311,422287876885521
0,72960,PUT,422287876886052,422287876886273
0,73216,PUT,422287876886764,422287876886984
0,73472,PUT,422287876887476,422287876887696
0,73728,PUT,422287876888568,422287876888789
0,73984,PUT,422287876888919,422287876889270
0,74240,PUT,422287876889410,422287876890272
0,74496,PUT,422287876890402,422287876890723
0,74752,PUT,422287876890853,422287876891415
0,75008,PUT,422287876894993,422287876926717
0,75264,PUT,422287876928531,422287876929122
0,75520,PUT,422287876929904,422287876930125
0,75776,PUT,422287876930275,422287876930636
0,76032,PUT,422287876930776,422287876931207
0,76288,PUT,422287876931347,422287876931558
0,76544,PUT,422287876931698,422287876931909
0,76800,PUT,422287876932510,422287876932721
0,77056,PUT,422287876932861,422287876933072
0,77312,PUT,422287876933212,422287876933422
0,77568,PUT,422287876934174,422287876934385
0,77824,PUT,422287876934525,422287876934735
0,78080,PUT,422287876935317,422287876935527
0,78336,PUT,422287876935668,422287876935888
0,78592,PUT,422287876936469,422287876936690
0,78848,PUT,422287876936820,422287876937041
0,79104,PUT,422287876937171,422287876937492
0,79360,PUT,422287876939106,422287876939416
